date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:04	1628/1628	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-57x57.png.pagespeed.ic.kNVMXaEjPY.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-57x57.png.pagespeed.ic.kNVMXaEjPY.png	(from http://emberhouse.com/our-story)
11:31:06	3087/3087	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-114x114.png.pagespeed.ic.7mUxiwmrSa.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-114x114.png.pagespeed.ic.7mUxiwmrSa.png	(from http://emberhouse.com/our-story)
11:31:06	90388/90388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216114-54d9d3f3353f4%22	http://emberhouse.com/wp-content/themes/emberhouse/fonts/ProximaNova-Semibold.eot?	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/fonts/ProximaNova-Semiboldd41d.eot	(from http://emberhouse.com/wp-content/themes/emberhouse/bin/min.css)
11:31:06	1997/1997	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-72x72.png.pagespeed.ic.id28frjglc.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-72x72.png.pagespeed.ic.id28frjglc.png	(from http://emberhouse.com/our-story)
11:31:06	5324/5324	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-144x144.png.pagespeed.ic.nuY9Gz8aSk.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-144x144.png.pagespeed.ic.nuY9Gz8aSk.png	(from http://emberhouse.com/our-story)
11:31:07	1694/1694	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-60x60.png.pagespeed.ic.RdxWwRArs2.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-60x60.png.pagespeed.ic.RdxWwRArs2.png	(from http://emberhouse.com/our-story)
11:31:08	3203/3203	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-120x120.png.pagespeed.ic.ifWmh-fL7T.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-120x120.png.pagespeed.ic.ifWmh-fL7T.png	(from http://emberhouse.com/our-story)
11:31:08	2081/2081	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-76x76.png.pagespeed.ic.OCfFUjVHMg.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-76x76.png.pagespeed.ic.OCfFUjVHMg.png	(from http://emberhouse.com/our-story)
11:31:09	5689/5689	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-152x152.png.pagespeed.ic.DH4bNLq6c2.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-152x152.png.pagespeed.ic.DH4bNLq6c2.png	(from http://emberhouse.com/our-story)
11:31:09	7286/7286	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-180x180.png.pagespeed.ic.am455EsL1R.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xapple-icon-180x180.png.pagespeed.ic.am455EsL1R.png	(from http://emberhouse.com/our-story)
11:31:10	2585/2585	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xfavicon-96x96.png.pagespeed.ic.-hJBB2JUMA.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xfavicon-96x96.png.pagespeed.ic.-hJBB2JUMA.png	(from http://emberhouse.com/our-story)
11:31:10	513/513	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xfavicon-16x16.png.pagespeed.ic.uHXfy7KHEz.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xfavicon-16x16.png.pagespeed.ic.uHXfy7KHEz.png	(from http://emberhouse.com/our-story)
11:31:11	961/961	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/icons/xfavicon-32x32.png.pagespeed.ic.wGKwHrspaq.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/icons/xfavicon-32x32.png.pagespeed.ic.wGKwHrspaq.png	(from http://emberhouse.com/our-story)
11:31:12	113219/113219	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://emberhouse.com/wp-content/themes/emberhouse/bin/A.min.css.pagespeed.cf.gHTNJIqknR.css	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/bin/A.min.css.pagespeed.cf.gHTNJIqknR.css	(from http://emberhouse.com/our-story)
11:31:12	847/847	---M--	200	added ('OK')	image/gif	etag:W/%220%22	http://emberhouse.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif.pagespeed.ce.r5YrN3eaRD.gif	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif.pagespeed.ce.r5YrN3eaRD.gif	(from http://emberhouse.com/our-story)
11:31:13	19405/19405	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://emberhouse.com/wp-content/plugins/simple-share-buttons-plus/A.ssbp.min.css,qver=4.7.18.pagespeed.cf.FgBOQ9bcBV.css	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/plugins/simple-share-buttons-plus/A.ssbp.min.css,qver=4.7.18.pagespeed.cf.FgBOQ9bcBV.css	(from http://emberhouse.com/our-story)
11:31:14	9959/9959	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-includes/js/jquery/jquery-migrate.min.js,qver=1.4.1.pagespeed.jm.C2obERNcWh.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-includes/js/jquery/jquery-migrate.min.js,qver=1.4.1.pagespeed.jm.C2obERNcWh.js	(from http://emberhouse.com/our-story)
11:31:14	96779/96779	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.gp20iU5FlU.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.gp20iU5FlU.js	(from http://emberhouse.com/our-story)
11:31:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Oct%202020%2005:18:45%20GMT	http://emberhouse.com/?p=95	C:/My%20Web%20Sites/Shine/emberhouse.com/index5eda.html	(from http://emberhouse.com/our-story)
11:31:15	2189/2189	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Oct%202020%2005:18:45%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Four-story	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed423e.json	(from http://emberhouse.com/our-story)
11:31:15	2289/2289	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Oct%202020%2005:18:46%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Four-story&format=xml	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed05b8	(from http://emberhouse.com/our-story)
11:31:16	23760/23760	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-content/themes/emberhouse/vendors/autotrack.js.pagespeed.jm.DdWIIeXZ7o.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/vendors/autotrack.js.pagespeed.jm.DdWIIeXZ7o.js	(from http://emberhouse.com/our-story)
11:31:18	37583/37583	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/temp/xmmiller.jpg.pagespeed.ic.7Rwk9Kjb6Y.jpg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/temp/xmmiller.jpg.pagespeed.ic.7Rwk9Kjb6Y.jpg	(from http://emberhouse.com/our-story)
11:31:20	4857/4857	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/plugins/simple-share-buttons-plus/images/xsimple-share-buttons-logo-white.png.pagespeed.ic.mEJSlAv1t_.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/plugins/simple-share-buttons-plus/images/xsimple-share-buttons-logo-white.png.pagespeed.ic.mEJSlAv1t_.png	(from http://emberhouse.com/our-story)
11:31:22	14900/14900	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js,qver=3.51.0-2014.06.20.pagespeed.jm.RVBOol6lkO.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js,qver=3.51.0-2014.06.20.pagespeed.jm.RVBOol6lkO.js	(from http://emberhouse.com/our-story)
11:31:24	11612/11612	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-content/plugins/contact-form-7,_includes,_js,_scripts.js,qver==4.6+simple-share-buttons-plus,_js,_ssbp_standard.min.js,qver==4.7.18.pagespeed.jc.BvHqUWXZGH.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/plugins/contact-form-7,_includes,_js,_scripts.js,qver==4.6+simple-share-buttons-plus,_js,_ssbp_standard.min.js,qver==4.7.18.pagespeed.jc.BvHqUWXZGH.js	(from http://emberhouse.com/our-story)
11:31:24	42156/42156	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://emberhouse.com/wp-content/uploads/2017/01/xmattmiller2.jpg.pagespeed.ic.l20RjwFZ08.jpg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/xmattmiller2.jpg.pagespeed.ic.l20RjwFZ08.jpg	(from http://emberhouse.com/our-story)
11:31:24	39058/39058	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://emberhouse.com/wp-content/uploads/2017/01/xldieter.jpg.pagespeed.ic.-sbZ81LRvC.jpg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/xldieter.jpg.pagespeed.ic.-sbZ81LRvC.jpg	(from http://emberhouse.com/our-story)
11:31:24	2822/2822	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-content,_plugins,_simple-share-buttons-plus,_js,_ssbp_email.min.js,qver==4.7.18+wp-includes,_js,_wp-embed.min.js,qver==4.7.18.pagespeed.jc.gujKEGLCr5.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content,_plugins,_simple-share-buttons-plus,_js,_ssbp_email.min.js,qver==4.7.18+wp-includes,_js,_wp-embed.min.js,qver==4.7.18.pagespeed.jc.gujKEGLCr5.js	(from http://emberhouse.com/our-story)
11:31:26	91895/91895	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/temp/xldieter_semibig.jpg.pagespeed.ic.5TGYuR9a8x.jpg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/temp/xldieter_semibig.jpg.pagespeed.ic.5TGYuR9a8x.jpg	(from http://emberhouse.com/our-story)
11:31:26	2214/2214	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Oct%202020%2005:18:56%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Four-difference	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed9d3f.json	(from http://emberhouse.com/our-difference)
11:31:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Oct%202020%2005:18:57%20GMT	http://emberhouse.com/?p=12	C:/My%20Web%20Sites/Shine/emberhouse.com/index678b.html	(from http://emberhouse.com/our-difference)
11:31:28	2314/2314	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Oct%202020%2005:18:57%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Four-difference&format=xml	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed919d	(from http://emberhouse.com/our-difference)
11:31:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Oct%202020%2005:19:00%20GMT	http://emberhouse.com/?p=10	C:/My%20Web%20Sites/Shine/emberhouse.com/index64b4.html	(from http://emberhouse.com/services)
11:31:31	2215/2215	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Oct%202020%2005:18:59%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Fservices	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embedab47.json	(from http://emberhouse.com/services)
11:31:31	2317/2317	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Oct%202020%2005:19:00%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Fservices&format=xml	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed0743	(from http://emberhouse.com/services)
11:31:32	957/957	---M--	200	added ('OK')	image/svg+xml	etag:%223bd-547a768dc4125%22	http://emberhouse.com/wp-content/uploads/2017/01/services-1.svg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/services-1.svg	(from http://emberhouse.com/services)
11:31:32	2594/2594	---M--	200	added ('OK')	image/svg+xml	etag:%22a22-547a768dd4ac5%22	http://emberhouse.com/wp-content/uploads/2017/01/services-2.svg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/services-2.svg	(from http://emberhouse.com/services)
11:31:33	2908/2908	---M--	200	added ('OK')	image/svg+xml	etag:%22b5c-547a768df1f85%22	http://emberhouse.com/wp-content/uploads/2017/01/services-3.svg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/services-3.svg	(from http://emberhouse.com/services)
11:31:33	2484/2484	---M--	200	added ('OK')	image/svg+xml	etag:%229b4-547a768dfcb65%22	http://emberhouse.com/wp-content/uploads/2017/01/services-4.svg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/services-4.svg	(from http://emberhouse.com/services)
11:31:35	2179/2179	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Oct%202020%2005:19:05%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Fcontact	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed6201.json	(from http://emberhouse.com/contact)
11:31:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Oct%202020%2005:19:05%20GMT	http://emberhouse.com/?p=6	C:/My%20Web%20Sites/Shine/emberhouse.com/index42dc.html	(from http://emberhouse.com/contact)
11:31:35	2279/2279	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Oct%202020%2005:19:06%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Fcontact&format=xml	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embedf4ce	(from http://emberhouse.com/contact)
11:31:36	953/953	---M--	200	added ('OK')	image/svg+xml	etag:%223b9-547a768714285%22	http://emberhouse.com/wp-content/uploads/2017/01/contact-consultation.svg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/contact-consultation.svg	(from http://emberhouse.com/contact)
11:31:37	1966/1966	---M--	200	added ('OK')	image/svg+xml	etag:%227ae-547a768728aa5%22	http://emberhouse.com/wp-content/uploads/2017/01/contact-press.svg	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/uploads/2017/01/contact-press.svg	(from http://emberhouse.com/contact)
11:31:39	83043/83043	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2005:19:09%20GMT	http://emberhouse.com/legal	C:/My%20Web%20Sites/Shine/emberhouse.com/legal.html	(from http://emberhouse.com/legal/)
11:31:40	29025/29025	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://emberhouse.com/wp-content/themes/emberhouse/images/layout/xmap-mask.png.pagespeed.ic.hZLfacS2kc.png	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/images/layout/xmap-mask.png.pagespeed.ic.hZLfacS2kc.png	(from http://emberhouse.com/contact)
11:31:40	932680/932680	---MCZ	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://emberhouse.com/wp-content/themes/emberhouse/bin/min.js.pagespeed.jm.jDbGEPXtlU.js	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-content/themes/emberhouse/bin/min.js.pagespeed.jm.jDbGEPXtlU.js	(from http://emberhouse.com/our-story)
11:31:42	327/327	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Oct%202020%2020:50:36%20GMT	https://calendly.com/assets/external/close-icon.svg	C:/My%20Web%20Sites/Shine/calendly.com/assets/external/close-icon.svg	(from https://calendly.com/assets/external/widget.css)
11:31:43	2190/2190	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Oct%202020%2005:19:13%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Flegal	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed30bb.json	(from http://emberhouse.com/legal)
11:31:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Oct%202020%2005:19:14%20GMT	http://emberhouse.com/?p=191	C:/My%20Web%20Sites/Shine/emberhouse.com/indexbbbf.html	(from http://emberhouse.com/legal)
11:31:44	2290/2290	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Oct%202020%2005:19:14%20GMT	http://emberhouse.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Femberhouse.com%2Flegal&format=xml	C:/My%20Web%20Sites/Shine/emberhouse.com/wp-json/oembed/1.0/embed745d	(from http://emberhouse.com/legal)
